member_series,kind,t_design_in,radius_in,Fy,condition,bearing_in,P_asd_lb
350S-30,single,0.0312,0.0781,33,1,1.0,135.0
350S-30,single,0.0312,0.0781,33,1,3.5,214.0
350S-30,single,0.0312,0.0781,33,1,4.0,226.0
350S-30,single,0.0312,0.0781,33,1,6.0,266.0
350S-30,single,0.0312,0.0781,33,2,1.0,259.0
350S-30,single,0.0312,0.0781,33,2,3.5,359.0
350S-30,single,0.0312,0.0781,33,2,4.0,374.0
350S-30,single,0.0312,0.0781,33,2,6.0,425.0
350S-30,single,0.0312,0.0781,33,3,1.0,103.0
350S-30,single,0.0312,0.0781,33,3,3.5,139.0
350S-30,single,0.0312,0.0781,33,3,4.0,144.0
350S-30,single,0.0312,0.0781,33,3,6.0,163.0
350S-30,single,0.0312,0.0781,33,4,1.0,306.0
350S-30,single,0.0312,0.0781,33,4,3.5,389.0
350S-30,single,0.0312,0.0781,33,4,4.0,402.0
350S-30,single,0.0312,0.0781,33,4,6.0,445.0
350S-33,single,0.0346,0.0764,33,1,1.0,166.0
350S-33,single,0.0346,0.0764,33,1,3.5,260.0
350S-33,single,0.0346,0.0764,33,1,4.0,274.0
350S-33,single,0.0346,0.0764,33,1,6.0,323.0
350S-33,single,0.0346,0.0764,33,2,1.0,324.0
350S-33,single,0.0346,0.0764,33,2,3.5,445.0
350S-33,single,0.0346,0.0764,33,2,4.0,463.0
350S-33,single,0.0346,0.0764,33,2,6.0,526.0
350S-33,single,0.0346,0.0764,33,3,1.0,131.0
350S-33,single,0.0346,0.0764,33,3,3.5,175.0
350S-33,single,0.0346,0.0764,33,3,4.0,182.0
350S-33,single,0.0346,0.0764,33,3,6.0,205.0
350S-33,single,0.0346,0.0764,33,4,1.0,384.0
350S-33,single,0.0346,0.0764,33,4,3.5,484.0
350S-33,single,0.0346,0.0764,33,4,4.0,499.0
350S-33,single,0.0346,0.0764,33,4,6.0,551.0
350S-43,single,0.0451,0.0712,33,1,1.0,278.0
350S-43,single,0.0451,0.0712,33,1,3.5,428.0
350S-43,single,0.0451,0.0712,33,1,4.0,451.0
350S-43,single,0.0451,0.0712,33,1,6.0,528.0
350S-43,single,0.0451,0.0712,33,2,1.0,571.0
350S-43,single,0.0451,0.0712,33,2,3.5,768.0
350S-43,single,0.0451,0.0712,33,2,4.0,798.0
350S-43,single,0.0451,0.0712,33,2,6.0,900.0
350S-43,single,0.0451,0.0712,33,3,1.0,240.0
350S-43,single,0.0451,0.0712,33,3,3.5,315.0
350S-43,single,0.0451,0.0712,33,3,4.0,326.0
350S-43,single,0.0451,0.0712,33,3,6.0,365.0
350S-43,single,0.0451,0.0712,33,4,1.0,680.0
350S-43,single,0.0451,0.0712,33,4,3.5,842.0
350S-43,single,0.0451,0.0712,33,4,4.0,866.0
350S-43,single,0.0451,0.0712,33,4,6.0,949.0
350S-54,single,0.0566,0.0849,33,1,1.0,420.0
350S-54,single,0.0566,0.0849,33,1,3.5,638.0
350S-54,single,0.0566,0.0849,33,1,4.0,670.0
350S-54,single,0.0566,0.0849,33,1,6.0,783.0
350S-54,single,0.0566,0.0849,33,2,1.0,879.0
350S-54,single,0.0566,0.0849,33,2,3.5,1162.0
350S-54,single,0.0566,0.0849,33,2,4.0,1204.0
350S-54,single,0.0566,0.0849,33,2,6.0,1351.0
350S-54,single,0.0566,0.0849,33,3,1.0,392.0
350S-54,single,0.0566,0.0849,33,3,3.5,507.0
350S-54,single,0.0566,0.0849,33,3,4.0,524.0
350S-54,single,0.0566,0.0849,33,3,6.0,583.0
350S-54,single,0.0566,0.0849,33,4,1.0,1086.0
350S-54,single,0.0566,0.0849,33,4,3.5,1324.0
350S-54,single,0.0566,0.0849,33,4,4.0,1359.0
350S-54,single,0.0566,0.0849,33,4,6.0,1482.0
350S-54,single,0.0566,0.0849,50,1,1.0,637.0
350S-54,single,0.0566,0.0849,50,1,3.5,967.0
350S-54,single,0.0566,0.0849,50,1,4.0,1016.0
350S-54,single,0.0566,0.0849,50,1,6.0,1186.0
350S-54,single,0.0566,0.0849,50,2,1.0,1331.0
350S-54,single,0.0566,0.0849,50,2,3.5,1761.0
350S-54,single,0.0566,0.0849,50,2,4.0,1825.0
350S-54,single,0.0566,0.0849,50,2,6.0,2046.0
350S-54,single,0.0566,0.0849,50,3,1.0,594.0
350S-54,single,0.0566,0.0849,50,3,3.5,768.0
350S-54,single,0.0566,0.0849,50,3,4.0,794.0
350S-54,single,0.0566,0.0849,50,3,6.0,883.0
350S-54,single,0.0566,0.0849,50,4,1.0,1645.0
350S-54,single,0.0566,0.0849,50,4,3.5,2005.0
350S-54,single,0.0566,0.0849,50,4,4.0,2059.0
350S-54,single,0.0566,0.0849,50,4,6.0,2245.0
350S-68,single,0.0713,0.1069,33,1,1.0,637.0
350S-68,single,0.0713,0.1069,33,1,3.5,951.0
350S-68,single,0.0713,0.1069,33,1,4.0,998.0
350S-68,single,0.0713,0.1069,33,1,6.0,1160.0
350S-68,single,0.0713,0.1069,33,2,1.0,1351.0
350S-68,single,0.0713,0.1069,33,2,3.5,1756.0
350S-68,single,0.0713,0.1069,33,2,4.0,1816.0
350S-68,single,0.0713,0.1069,33,2,6.0,2025.0
350S-68,single,0.0713,0.1069,33,3,1.0,640.0
350S-68,single,0.0713,0.1069,33,3,3.5,813.0
350S-68,single,0.0713,0.1069,33,3,4.0,839.0
350S-68,single,0.0713,0.1069,33,3,6.0,928.0
350S-68,single,0.0713,0.1069,33,4,1.0,1737.0
350S-68,single,0.0713,0.1069,33,4,3.5,2085.0
350S-68,single,0.0713,0.1069,33,4,4.0,2137.0
350S-68,single,0.0713,0.1069,33,4,6.0,2317.0
350S-68,single,0.0713,0.1069,50,1,1.0,965.0
350S-68,single,0.0713,0.1069,50,1,3.5,1441.0
350S-68,single,0.0713,0.1069,50,1,4.0,1512.0
350S-68,single,0.0713,0.1069,50,1,6.0,1758.0
350S-68,single,0.0713,0.1069,50,2,1.0,2047.0
350S-68,single,0.0713,0.1069,50,2,3.5,2661.0
350S-68,single,0.0713,0.1069,50,2,4.0,2752.0
350S-68,single,0.0713,0.1069,50,2,6.0,3068.0
350S-68,single,0.0713,0.1069,50,3,1.0,970.0
350S-68,single,0.0713,0.1069,50,3,3.5,1232.0
350S-68,single,0.0713,0.1069,50,3,4.0,1271.0
350S-68,single,0.0713,0.1069,50,3,6.0,1406.0
350S-68,single,0.0713,0.1069,50,4,1.0,2631.0
350S-68,single,0.0713,0.1069,50,4,3.5,3159.0
350S-68,single,0.0713,0.1069,50,4,4.0,3238.0
350S-68,single,0.0713,0.1069,50,4,6.0,3510.0
350S-97,single,0.1017,0.1525,33,1,1.0,1209.0
350S-97,single,0.1017,0.1525,33,1,3.5,1760.0
350S-97,single,0.1017,0.1525,33,1,4.0,1841.0
350S-97,single,0.1017,0.1525,33,1,6.0,2126.0
350S-97,single,0.1017,0.1525,33,2,1.0,2629.0
350S-97,single,0.1017,0.1525,33,2,3.5,3328.0
350S-97,single,0.1017,0.1525,33,2,4.0,3431.0
350S-97,single,0.1017,0.1525,33,2,6.0,3792.0
350S-97,single,0.1017,0.1525,33,3,1.0,1343.0
350S-97,single,0.1017,0.1525,33,3,3.5,1663.0
350S-97,single,0.1017,0.1525,33,3,4.0,1710.0
350S-97,single,0.1017,0.1525,33,3,6.0,1876.0
350S-97,single,0.1017,0.1525,33,4,1.0,3562.0
350S-97,single,0.1017,0.1525,33,4,3.5,4184.0
350S-97,single,0.1017,0.1525,33,4,4.0,4276.0
350S-97,single,0.1017,0.1525,33,4,6.0,4597.0
350S-97,single,0.1017,0.1525,50,1,1.0,1831.0
350S-97,single,0.1017,0.1525,50,1,3.5,2666.0
350S-97,single,0.1017,0.1525,50,1,4.0,2790.0
350S-97,single,0.1017,0.1525,50,1,6.0,3221.0
350S-97,single,0.1017,0.1525,50,2,1.0,3983.0
350S-97,single,0.1017,0.1525,50,2,3.5,5042.0
350S-97,single,0.1017,0.1525,50,2,4.0,5199.0
350S-97,single,0.1017,0.1525,50,2,6.0,5745.0
350S-97,single,0.1017,0.1525,50,3,1.0,2035.0
350S-97,single,0.1017,0.1525,50,3,3.5,2520.0
350S-97,single,0.1017,0.1525,50,3,4.0,2592.0
350S-97,single,0.1017,0.1525,50,3,6.0,2842.0
350S-97,single,0.1017,0.1525,50,4,1.0,5397.0
350S-97,single,0.1017,0.1525,50,4,3.5,6339.0
350S-97,single,0.1017,0.1525,50,4,4.0,6479.0
350S-97,single,0.1017,0.1525,50,4,6.0,6966.0
362S-30,single,0.0312,0.0781,33,1,1.0,135.0
362S-30,single,0.0312,0.0781,33,1,3.5,213.0
362S-30,single,0.0312,0.0781,33,1,4.0,224.0
362S-30,single,0.0312,0.0781,33,1,6.0,265.0
362S-30,single,0.0312,0.0781,33,2,1.0,258.0
362S-30,single,0.0312,0.0781,33,2,3.5,358.0
362S-30,single,0.0312,0.0781,33,2,4.0,373.0
362S-30,single,0.0312,0.0781,33,2,6.0,424.0
362S-30,single,0.0312,0.0781,33,3,1.0,101.0
362S-30,single,0.0312,0.0781,33,3,3.5,136.0
362S-30,single,0.0312,0.0781,33,3,4.0,141.0
362S-30,single,0.0312,0.0781,33,3,6.0,160.0
362S-30,single,0.0312,0.0781,33,4,1.0,304.0
362S-30,single,0.0312,0.0781,33,4,3.5,386.0
362S-30,single,0.0312,0.0781,33,4,4.0,398.0
362S-30,single,0.0312,0.0781,33,4,6.0,441.0
362S-33,single,0.0346,0.0764,33,1,1.0,165.0
362S-33,single,0.0346,0.0764,33,1,3.5,259.0
362S-33,single,0.0346,0.0764,33,1,4.0,273.0
362S-33,single,0.0346,0.0764,33,1,6.0,322.0
362S-33,single,0.0346,0.0764,33,2,1.0,323.0
362S-33,single,0.0346,0.0764,33,2,3.5,444.0
362S-33,single,0.0346,0.0764,33,2,4.0,462.0
362S-33,single,0.0346,0.0764,33,2,6.0,525.0
362S-33,single,0.0346,0.0764,33,3,1.0,129.0
362S-33,single,0.0346,0.0764,33,3,3.5,173.0
362S-33,single,0.0346,0.0764,33,3,4.0,179.0
362S-33,single,0.0346,0.0764,33,3,6.0,202.0
362S-33,single,0.0346,0.0764,33,4,1.0,381.0
362S-33,single,0.0346,0.0764,33,4,3.5,480.0
362S-33,single,0.0346,0.0764,33,4,4.0,495.0
362S-33,single,0.0346,0.0764,33,4,6.0,547.0
362S-43,single,0.0451,0.0712,33,1,1.0,277.0
362S-43,single,0.0451,0.0712,33,1,3.5,427.0
362S-43,single,0.0451,0.0712,33,1,4.0,449.0
362S-43,single,0.0451,0.0712,33,1,6.0,526.0
362S-43,single,0.0451,0.0712,33,2,1.0,570.0
362S-43,single,0.0451,0.0712,33,2,3.5,767.0
362S-43,single,0.0451,0.0712,33,2,4.0,796.0
362S-43,single,0.0451,0.0712,33,2,6.0,898.0
362S-43,single,0.0451,0.0712,33,3,1.0,236.0
362S-43,single,0.0451,0.0712,33,3,3.5,311.0
362S-43,single,0.0451,0.0712,33,3,4.0,322.0
362S-43,single,0.0451,0.0712,33,3,6.0,360.0
362S-43,single,0.0451,0.0712,33,4,1.0,675.0
362S-43,single,0.0451,0.0712,33,4,3.5,836.0
362S-43,single,0.0451,0.0712,33,4,4.0,860.0
362S-43,single,0.0451,0.0712,33,4,6.0,943.0
362S-54,single,0.0566,0.0849,33,1,1.0,419.0
362S-54,single,0.0566,0.0849,33,1,3.5,636.0
362S-54,single,0.0566,0.0849,33,1,4.0,668.0
362S-54,single,0.0566,0.0849,33,1,6.0,780.0
362S-54,single,0.0566,0.0849,33,2,1.0,877.0
362S-54,single,0.0566,0.0849,33,2,3.5,1160.0
362S-54,single,0.0566,0.0849,33,2,4.0,1202.0
362S-54,single,0.0566,0.0849,33,2,6.0,1348.0
362S-54,single,0.0566,0.0849,33,3,1.0,388.0
362S-54,single,0.0566,0.0849,33,3,3.5,501.0
362S-54,single,0.0566,0.0849,33,3,4.0,518.0
362S-54,single,0.0566,0.0849,33,3,6.0,577.0
362S-54,single,0.0566,0.0849,33,4,1.0,1079.0
362S-54,single,0.0566,0.0849,33,4,3.5,1316.0
362S-54,single,0.0566,0.0849,33,4,4.0,1351.0
362S-54,single,0.0566,0.0849,33,4,6.0,1473.0
362S-54,single,0.0566,0.0849,50,1,1.0,634.0
362S-54,single,0.0566,0.0849,50,1,3.5,963.0
362S-54,single,0.0566,0.0849,50,1,4.0,1012.0
362S-54,single,0.0566,0.0849,50,1,6.0,1182.0
362S-54,single,0.0566,0.0849,50,2,1.0,1329.0
362S-54,single,0.0566,0.0849,50,2,3.5,1758.0
362S-54,single,0.0566,0.0849,50,2,4.0,1822.0
362S-54,single,0.0566,0.0849,50,2,6.0,2043.0
362S-54,single,0.0566,0.0849,50,3,1.0,588.0
362S-54,single,0.0566,0.0849,50,3,3.5,760.0
362S-54,single,0.0566,0.0849,50,3,4.0,785.0
362S-54,single,0.0566,0.0849,50,3,6.0,874.0
362S-54,single,0.0566,0.0849,50,4,1.0,1635.0
362S-54,single,0.0566,0.0849,50,4,3.5,1994.0
362S-54,single,0.0566,0.0849,50,4,4.0,2047.0
362S-54,single,0.0566,0.0849,50,4,6.0,2232.0
362S-68,single,0.0713,0.1069,33,1,1.0,635.0
362S-68,single,0.0713,0.1069,33,1,3.5,948.0
362S-68,single,0.0713,0.1069,33,1,4.0,995.0
362S-68,single,0.0713,0.1069,33,1,6.0,1157.0
362S-68,single,0.0713,0.1069,33,2,1.0,1349.0
362S-68,single,0.0713,0.1069,33,2,3.5,1754.0
362S-68,single,0.0713,0.1069,33,2,4.0,1813.0
362S-68,single,0.0713,0.1069,33,2,6.0,2022.0
362S-68,single,0.0713,0.1069,33,3,1.0,635.0
362S-68,single,0.0713,0.1069,33,3,3.5,806.0
362S-68,single,0.0713,0.1069,33,3,4.0,831.0
362S-68,single,0.0713,0.1069,33,3,6.0,920.0
362S-68,single,0.0713,0.1069,33,4,1.0,1728.0
362S-68,single,0.0713,0.1069,33,4,3.5,2074.0
362S-68,single,0.0713,0.1069,33,4,4.0,2126.0
362S-68,single,0.0713,0.1069,33,4,6.0,2305.0
362S-68,single,0.0713,0.1069,50,1,1.0,962.0
362S-68,single,0.0713,0.1069,50,1,3.5,1437.0
362S-68,single,0.0713,0.1069,50,1,4.0,1507.0
362S-68,single,0.0713,0.1069,50,1,6.0,1753.0
362S-68,single,0.0713,0.1069,50,2,1.0,2044.0
362S-68,single,0.0713,0.1069,50,2,3.5,2657.0
362S-68,single,0.0713,0.1069,50,2,4.0,2748.0
362S-68,single,0.0713,0.1069,50,2,6.0,3064.0
362S-68,single,0.0713,0.1069,50,3,1.0,961.0
362S-68,single,0.0713,0.1069,50,3,3.5,1221.0
362S-68,single,0.0713,0.1069,50,3,4.0,1259.0
362S-68,single,0.0713,0.1069,50,3,6.0,1393.0
362S-68,single,0.0713,0.1069,50,4,1.0,2618.0
362S-68,single,0.0713,0.1069,50,4,3.5,3143.0
362S-68,single,0.0713,0.1069,50,4,4.0,3221.0
362S-68,single,0.0713,0.1069,50,4,6.0,3492.0
362S-97,single,0.1017,0.1525,33,1,1.0,1206.0
362S-97,single,0.1017,0.1525,33,1,3.5,1755.0
362S-97,single,0.1017,0.1525,33,1,4.0,1837.0
362S-97,single,0.1017,0.1525,33,1,6.0,2120.0
362S-97,single,0.1017,0.1525,33,2,1.0,2626.0
362S-97,single,0.1017,0.1525,33,2,3.5,3324.0
362S-97,single,0.1017,0.1525,33,2,4.0,3427.0
362S-97,single,0.1017,0.1525,33,2,6.0,3787.0
362S-97,single,0.1017,0.1525,33,3,1.0,1333.0
362S-97,single,0.1017,0.1525,33,3,3.5,1651.0
362S-97,single,0.1017,0.1525,33,3,4.0,1698.0
362S-97,single,0.1017,0.1525,33,3,6.0,1862.0
362S-97,single,0.1017,0.1525,33,4,1.0,3547.0
362S-97,single,0.1017,0.1525,33,4,3.5,4166.0
362S-97,single,0.1017,0.1525,33,4,4.0,4258.0
362S-97,single,0.1017,0.1525,33,4,6.0,4578.0
362S-97,single,0.1017,0.1525,50,1,1.0,1827.0
362S-97,single,0.1017,0.1525,50,1,3.5,2659.0
362S-97,single,0.1017,0.1525,50,1,4.0,2783.0
362S-97,single,0.1017,0.1525,50,1,6.0,3212.0
362S-97,single,0.1017,0.1525,50,2,1.0,3979.0
362S-97,single,0.1017,0.1525,50,2,3.5,5036.0
362S-97,single,0.1017,0.1525,50,2,4.0,5192.0
362S-97,single,0.1017,0.1525,50,2,6.0,5738.0
362S-97,single,0.1017,0.1525,50,3,1.0,2020.0
362S-97,single,0.1017,0.1525,50,3,3.5,2501.0
362S-97,single,0.1017,0.1525,50,3,4.0,2573.0
362S-97,single,0.1017,0.1525,50,3,6.0,2821.0
362S-97,single,0.1017,0.1525,50,4,1.0,5374.0
362S-97,single,0.1017,0.1525,50,4,3.5,6313.0
362S-97,single,0.1017,0.1525,50,4,4.0,6452.0
362S-97,single,0.1017,0.1525,50,4,6.0,6937.0
400S-30,single,0.0312,0.0781,33,1,1.0,133.0
400S-30,single,0.0312,0.0781,33,1,3.5,210.0
400S-30,single,0.0312,0.0781,33,1,4.0,221.0
400S-30,single,0.0312,0.0781,33,1,6.0,261.0
400S-30,single,0.0312,0.0781,33,2,1.0,257.0
400S-30,single,0.0312,0.0781,33,2,3.5,356.0
400S-30,single,0.0312,0.0781,33,2,4.0,370.0
400S-30,single,0.0312,0.0781,33,2,6.0,421.0
400S-30,single,0.0312,0.0781,33,3,1.0,95.0
400S-30,single,0.0312,0.0781,33,3,3.5,129.0
400S-30,single,0.0312,0.0781,33,3,4.0,134.0
400S-30,single,0.0312,0.0781,33,3,6.0,151.0
400S-30,single,0.0312,0.0781,33,4,1.0,296.0
400S-30,single,0.0312,0.0781,33,4,3.5,376.0
400S-30,single,0.0312,0.0781,33,4,4.0,388.0
400S-30,single,0.0312,0.0781,33,4,6.0,429.0
400S-33,single,0.0346,0.0764,33,1,1.0,163.0
400S-33,single,0.0346,0.0764,33,1,3.5,256.0
400S-33,single,0.0346,0.0764,33,1,4.0,269.0
400S-33,single,0.0346,0.0764,33,1,6.0,317.0
400S-33,single,0.0346,0.0764,33,2,1.0,322.0
400S-33,single,0.0346,0.0764,33,2,3.5,442.0
400S-33,single,0.0346,0.0764,33,2,4.0,460.0
400S-33,single,0.0346,0.0764,33,2,6.0,522.0
400S-33,single,0.0346,0.0764,33,3,1.0,122.0
400S-33,single,0.0346,0.0764,33,3,3.5,164.0
400S-33,single,0.0346,0.0764,33,3,4.0,170.0
400S-33,single,0.0346,0.0764,33,3,6.0,192.0
400S-33,single,0.0346,0.0764,33,4,1.0,372.0
400S-33,single,0.0346,0.0764,33,4,3.5,469.0
400S-33,single,0.0346,0.0764,33,4,4.0,483.0
400S-33,single,0.0346,0.0764,33,4,6.0,534.0
400S-43,single,0.0451,0.0712,33,1,1.0,274.0
400S-43,single,0.0451,0.0712,33,1,3.5,422.0
400S-43,single,0.0451,0.0712,33,1,4.0,444.0
400S-43,single,0.0451,0.0712,33,1,6.0,520.0
400S-43,single,0.0451,0.0712,33,2,1.0,567.0
400S-43,single,0.0451,0.0712,33,2,3.5,763.0
400S-43,single,0.0451,0.0712,33,2,4.0,792.0
400S-43,single,0.0451,0.0712,33,2,6.0,893.0
400S-43,single,0.0451,0.0712,33,3,1.0,227.0
400S-43,single,0.0451,0.0712,33,3,3.5,299.0
400S-43,single,0.0451,0.0712,33,3,4.0,309.0
400S-43,single,0.0451,0.0712,33,3,6.0,346.0
400S-43,single,0.0451,0.0712,33,4,1.0,662.0
400S-43,single,0.0451,0.0712,33,4,3.5,819.0
400S-43,single,0.0451,0.0712,33,4,4.0,843.0
400S-43,single,0.0451,0.0712,33,4,6.0,924.0
400S-54,single,0.0566,0.0849,33,1,1.0,415.0
400S-54,single,0.0566,0.0849,33,1,3.5,629.0
400S-54,single,0.0566,0.0849,33,1,4.0,661.0
400S-54,single,0.0566,0.0849,33,1,6.0,772.0
400S-54,single,0.0566,0.0849,33,2,1.0,873.0
400S-54,single,0.0566,0.0849,33,2,3.5,1155.0
400S-54,single,0.0566,0.0849,33,2,4.0,1197.0
400S-54,single,0.0566,0.0849,33,2,6.0,1342.0
400S-54,single,0.0566,0.0849,33,3,1.0,376.0
400S-54,single,0.0566,0.0849,33,3,3.5,485.0
400S-54,single,0.0566,0.0849,33,3,4.0,502.0
400S-54,single,0.0566,0.0849,33,3,6.0,558.0
400S-54,single,0.0566,0.0849,33,4,1.0,1061.0
400S-54,single,0.0566,0.0849,33,4,3.5,1293.0
400S-54,single,0.0566,0.0849,33,4,4.0,1328.0
400S-54,single,0.0566,0.0849,33,4,6.0,1448.0
400S-54,single,0.0566,0.0849,50,1,1.0,628.0
400S-54,single,0.0566,0.0849,50,1,3.5,954.0
400S-54,single,0.0566,0.0849,50,1,4.0,1002.0
400S-54,single,0.0566,0.0849,50,1,6.0,1170.0
400S-54,single,0.0566,0.0849,50,2,1.0,1323.0
400S-54,single,0.0566,0.0849,50,2,3.5,1750.0
400S-54,single,0.0566,0.0849,50,2,4.0,1813.0
400S-54,single,0.0566,0.0849,50,2,6.0,2034.0
400S-54,single,0.0566,0.0849,50,3,1.0,569.0
400S-54,single,0.0566,0.0849,50,3,3.5,735.0
400S-54,single,0.0566,0.0849,50,3,4.0,760.0
400S-54,single,0.0566,0.0849,50,3,6.0,846.0
400S-54,single,0.0566,0.0849,50,4,1.0,1607.0
400S-54,single,0.0566,0.0849,50,4,3.5,1960.0
400S-54,single,0.0566,0.0849,50,4,4.0,2012.0
400S-54,single,0.0566,0.0849,50,4,6.0,2194.0
400S-68,single,0.0713,0.1069,33,1,1.0,629.0
400S-68,single,0.0713,0.1069,33,1,3.5,940.0
400S-68,single,0.0713,0.1069,33,1,4.0,986.0
400S-68,single,0.0713,0.1069,33,1,6.0,1147.0
400S-68,single,0.0713,0.1069,33,2,1.0,1344.0
400S-68,single,0.0713,0.1069,33,2,3.5,1746.0
400S-68,single,0.0713,0.1069,33,2,4.0,1806.0
400S-68,single,0.0713,0.1069,33,2,6.0,2014.0
400S-68,single,0.0713,0.1069,33,3,1.0,617.0
400S-68,single,0.0713,0.1069,33,3,3.5,784.0
400S-68,single,0.0713,0.1069,33,3,4.0,809.0
400S-68,single,0.0713,0.1069,33,3,6.0,895.0
400S-68,single,0.0713,0.1069,33,4,1.0,1702.0
400S-68,single,0.0713,0.1069,33,4,3.5,2044.0
400S-68,single,0.0713,0.1069,33,4,4.0,2094.0
400S-68,single,0.0713,0.1069,33,4,6.0,2271.0
400S-68,single,0.0713,0.1069,50,1,1.0,953.0
400S-68,single,0.0713,0.1069,50,1,3.5,1424.0
400S-68,single,0.0713,0.1069,50,1,4.0,1494.0
400S-68,single,0.0713,0.1069,50,1,6.0,1737.0
400S-68,single,0.0713,0.1069,50,2,1.0,2036.0
400S-68,single,0.0713,0.1069,50,2,3.5,2646.0
400S-68,single,0.0713,0.1069,50,2,4.0,2737.0
400S-68,single,0.0713,0.1069,50,2,6.0,3051.0
400S-68,single,0.0713,0.1069,50,3,1.0,936.0
400S-68,single,0.0713,0.1069,50,3,3.5,1188.0
400S-68,single,0.0713,0.1069,50,3,4.0,1226.0
400S-68,single,0.0713,0.1069,50,3,6.0,1356.0
400S-68,single,0.0713,0.1069,50,4,1.0,2579.0
400S-68,single,0.0713,0.1069,50,4,3.5,3097.0
400S-68,single,0.0713,0.1069,50,4,4.0,3173.0
400S-68,single,0.0713,0.1069,50,4,6.0,3441.0
400S-97,single,0.1017,0.1525,33,1,1.0,1197.0
400S-97,single,0.1017,0.1525,33,1,3.5,1742.0
400S-97,single,0.1017,0.1525,33,1,4.0,1823.0
400S-97,single,0.1017,0.1525,33,1,6.0,2105.0
400S-97,single,0.1017,0.1525,33,2,1.0,2617.0
400S-97,single,0.1017,0.1525,33,2,3.5,3312.0
400S-97,single,0.1017,0.1525,33,2,4.0,3415.0
400S-97,single,0.1017,0.1525,33,2,6.0,3774.0
400S-97,single,0.1017,0.1525,33,3,1.0,1305.0
400S-97,single,0.1017,0.1525,33,3,3.5,1616.0
400S-97,single,0.1017,0.1525,33,3,4.0,1662.0
400S-97,single,0.1017,0.1525,33,3,6.0,1823.0
400S-97,single,0.1017,0.1525,33,4,1.0,3504.0
400S-97,single,0.1017,0.1525,33,4,3.5,4116.0
400S-97,single,0.1017,0.1525,33,4,4.0,4207.0
400S-97,single,0.1017,0.1525,33,4,6.0,4523.0
400S-97,single,0.1017,0.1525,50,1,1.0,1814.0
400S-97,single,0.1017,0.1525,50,1,3.5,2640.0
400S-97,single,0.1017,0.1525,50,1,4.0,2762.0
400S-97,single,0.1017,0.1525,50,1,6.0,3189.0
400S-97,single,0.1017,0.1525,50,2,1.0,3965.0
400S-97,single,0.1017,0.1525,50,2,3.5,5018.0
400S-97,single,0.1017,0.1525,50,2,4.0,5175.0
400S-97,single,0.1017,0.1525,50,2,6.0,5718.0
400S-97,single,0.1017,0.1525,50,3,1.0,1978.0
400S-97,single,0.1017,0.1525,50,3,3.5,2449.0
400S-97,single,0.1017,0.1525,50,3,4.0,2518.0
400S-97,single,0.1017,0.1525,50,3,6.0,2761.0
400S-97,single,0.1017,0.1525,50,4,1.0,5309.0
400S-97,single,0.1017,0.1525,50,4,3.5,6236.0
400S-97,single,0.1017,0.1525,50,4,4.0,6374.0
400S-97,single,0.1017,0.1525,50,4,6.0,6853.0
550S-30,single,0.0312,0.0781,33,1,1.0,126.0
550S-30,single,0.0312,0.0781,33,1,3.5,199.0
550S-30,single,0.0312,0.0781,33,1,4.0,210.0
550S-30,single,0.0312,0.0781,33,1,6.0,248.0
550S-30,single,0.0312,0.0781,33,2,1.0,251.0
550S-30,single,0.0312,0.0781,33,2,3.5,348.0
550S-30,single,0.0312,0.0781,33,2,4.0,362.0
550S-30,single,0.0312,0.0781,33,2,6.0,412.0
550S-30,single,0.0312,0.0781,33,3,1.0,76.0
550S-30,single,0.0312,0.0781,33,3,3.5,103.0
550S-30,single,0.0312,0.0781,33,3,4.0,107.0
550S-30,single,0.0312,0.0781,33,3,6.0,120.0
550S-30,single,0.0312,0.0781,33,4,1.0,268.0
